time_s,emission_g_per_h,run_US_West,run_US_Central,run_US_East,run_France,run_Germany,run_Korea,run_India,run_Japan
0.0,1199.8,0,0,0,0,2,0,1,0
900.0,943.1999999999999,0,0,0,0,1,0,1,0
1800.0,2698.2,1,0,0,1,1,1,2,1
2700.0,4434.4,1,0,1,0,1,1,4,1
3600.0,2960.2,1,0,1,1,2,0,2,1
4500.0,4360.4,2,0,1,2,3,0,2,3
5400.0,4621.4,2,0,2,1,3,1,2,2
6300.0,6088.9,2,2,3,1,4,2,2,1
7200.0,5550.4,2,1,1,1,5,2,2,2
8100.0,5906.5,2,0,1,2,5,3,3,1
9000.0,3787.4,1,0,0,2,6,2,1,1
9900.0,3758.2999999999997,1,0,1,2,4,2,0,3
10800.0,3504.0,0,0,2,2,3,2,0,3
11700.0,2822.1000000000004,0,0,2,1,2,1,0,3
12600.0,3906.3,0,0,2,2,2,4,0,3
13500.0,3271.1000000000004,0,0,1,2,2,1,0,5
14400.0,3978.1,0,0,1,2,2,3,0,5
15300.0,2886.0,0,0,1,2,2,1,0,4
16200.0,4153.4,0,1,3,2,2,1,1,3
17100.0,4499.5,1,2,1,3,3,1,0,4
18000.0,3763.8,1,1,4,1,2,1,0,2
18900.0,5562.1,1,2,4,1,2,3,1,2
19800.0,3976.2,1,2,4,1,3,1,0,1
20700.0,5505.3,1,2,3,1,3,0,3,2
21600.0,5039.1,0,4,3,1,4,1,0,2
22500.0,4709.299999999999,0,3,3,0,1,1,1,3
23400.0,5157.799999999999,0,4,3,0,1,1,1,3
24300.0,3649.2000000000003,1,1,3,0,2,2,0,2
25200.0,4152.299999999999,0,1,5,1,2,1,1,2
26100.0,5062.0,1,3,5,0,2,1,0,3
27000.0,3697.8,1,1,4,0,2,1,1,1
27900.0,4866.1,1,3,3,0,3,1,0,3
28800.0,4085.0,2,2,3,1,4,1,0,1
29700.0,5339.3,2,2,4,0,4,2,1,1
30600.0,4601.7,2,4,4,1,4,0,0,1
31500.0,5470.9,3,4,4,1,3,0,1,1
32400.0,5183.900000000001,2,4,6,1,3,0,1,0
33300.0,4849.5,3,3,3,1,3,1,0,2
34200.0,4115.5,4,3,2,0,2,1,1,0
35100.0,4023.0999999999995,4,3,3,2,1,0,1,0
36000.0,4191.299999999999,3,3,3,2,1,1,1,0
36900.0,3423.2999999999997,2,1,3,1,3,1,1,0
37800.0,3003.0,3,2,2,1,2,1,0,0
38700.0,3637.7,5,2,2,0,3,0,1,0
39600.0,4099.2,4,3,1,2,3,0,1,1
40500.0,4573.1,6,3,2,1,4,0,1,0
41400.0,5404.099999999999,7,3,2,0,4,0,2,0
42300.0,4380.6,4,3,3,3,4,0,1,0
43200.0,4467.900000000001,4,3,3,0,5,0,1,0
44100.0,5030.5,6,3,2,1,2,2,1,0
45000.0,4683.2,6,3,2,0,3,1,1,0
45900.0,4612.0,5,3,3,1,2,1,1,0
46800.0,5332.2,5,3,3,0,2,1,2,0
47700.0,6433.299999999999,5,3,3,1,4,0,3,1
48600.0,6635.9,6,3,2,0,2,1,3,1
49500.0,4948.5,4,3,2,0,3,0,1,2
50400.0,6402.1,3,5,1,0,2,0,2,3
51300.0,8144.0,3,6,1,0,2,1,2,5
52200.0,8088.200000000001,2,5,2,1,3,0,3,5
53100.0,7749.799999999999,3,6,2,2,2,0,3,3
54000.0,6893.400000000001,2,6,1,1,3,0,2,3
54900.0,7618.3,2,6,1,1,4,0,2,4
55800.0,7183.7,2,5,0,1,2,1,2,5
56700.0,7551.6,1,4,3,3,1,1,1,7
57600.0,6337.800000000001,1,2,1,3,1,2,1,7
58500.0,6803.2,1,2,2,2,1,1,2,7
59400.0,6377.0,2,3,1,2,3,2,1,5
60300.0,6800.299999999999,1,1,2,2,2,4,1,6
61200.0,9388.3,3,3,3,2,2,4,2,7
62100.0,8313.7,1,5,2,3,3,3,1,6
63000.0,6500.0,4,4,1,2,2,2,1,4
63900.0,5480.700000000001,5,4,2,2,2,2,1,1
64800.0,5803.799999999999,3,2,2,3,3,2,3,1
65700.0,5893.0,3,3,2,2,2,2,3,1
66600.0,5721.4,1,1,2,2,1,3,4,1
67500.0,7239.799999999999,1,1,4,1,1,3,4,3
68400.0,6578.200000000001,1,2,3,2,1,3,3,3
69300.0,6489.6,2,0,3,1,0,4,3,4
70200.0,7392.9,2,3,2,1,0,5,4,2
71100.0,8893.1,3,1,3,1,0,8,4,3
72000.0,8053.200000000001,2,0,5,1,0,7,4,2
72900.0,7618.9,2,0,4,1,1,6,4,2
73800.0,9021.8,2,2,5,1,2,5,5,2
74700.0,5630.1,3,1,2,2,1,5,3,0
75600.0,7843.3,0,1,3,3,1,7,5,0
76500.0,6908.0,0,2,3,2,2,5,4,0
77400.0,6335.8,0,2,3,2,2,5,3,0
78300.0,5858.800000000001,1,1,2,1,3,5,3,0
79200.0,6440.700000000001,4,1,3,1,3,4,3,1
80100.0,5616.299999999999,2,1,1,1,3,3,3,2
81000.0,6035.2,1,1,3,2,4,4,3,0
81900.0,5410.9,2,1,2,2,2,4,3,0
82800.0,5720.200000000001,2,1,3,2,2,4,3,0
83700.0,5698.1,2,1,2,2,3,4,3,0
84600.0,4252.9,1,0,2,2,2,4,2,0
85500.0,4873.299999999999,1,0,2,1,2,4,3,0
86400.0,7605.5,1,2,2,1,6,5,4,0
87300.0,5717.0,1,2,2,3,5,4,2,0
88200.0,5292.7,1,1,2,2,5,4,2,0
89100.0,5128.8,3,1,2,1,5,3,2,0
90000.0,5997.4,2,2,2,1,6,2,3,0
90900.0,4409.2,2,0,2,2,6,0,2,1
91800.0,4750.5,2,1,1,3,7,1,2,0
92700.0,5931.0,2,0,3,3,7,2,2,1
93600.0,6226.700000000001,2,0,2,5,8,3,2,1
94500.0,5122.6,2,0,2,5,5,2,1,3
95400.0,5359.200000000001,2,0,3,6,5,1,1,4
96300.0,5821.700000000001,2,0,1,8,6,2,1,5
97200.0,4530.799999999999,2,0,1,7,4,2,1,3
98100.0,3247.8,1,0,0,4,4,1,0,4
99000.0,2660.4999999999995,0,0,1,4,3,2,0,2
99900.0,4224.1,0,0,2,6,3,4,0,3
100800.0,3474.0000000000005,0,0,2,5,4,3,0,2
101700.0,4285.8,0,0,2,6,3,3,0,4
102600.0,3732.7000000000003,0,1,1,6,3,3,1,1
103500.0,4141.4,0,2,2,5,4,1,1,2
104400.0,4200.4,1,5,1,6,3,1,0,1
105300.0,3838.0,1,2,2,4,3,1,1,1
106200.0,4662.0,2,2,6,4,4,1,0,1
107100.0,5481.900000000001,2,1,5,4,3,3,2,0
108000.0,4456.3,2,2,5,3,1,1,1,1
108900.0,3757.2999999999997,1,2,5,3,2,1,0,1
109800.0,4231.0,1,1,5,3,1,1,1,2
110700.0,3903.5,0,1,4,3,2,2,1,1
111600.0,3912.0,0,3,3,3,1,1,2,0
112500.0,4180.2,0,3,4,1,1,1,2,0
113400.0,3487.6000000000004,2,3,3,1,2,0,1,0
114300.0,3351.7,2,1,3,2,2,0,2,0
115200.0,2808.3,2,1,4,2,1,0,1,0
116100.0,5216.700000000001,2,3,5,1,1,1,1,2
117000.0,5380.999999999999,2,4,4,2,2,0,2,1
117900.0,3849.2000000000003,2,4,2,1,3,0,1,0
118800.0,6091.6,2,5,2,2,2,0,3,1
119700.0,4933.2,2,3,2,2,1,0,3,1
120600.0,5492.7,3,4,2,2,2,1,2,1
121500.0,5006.8,2,5,2,2,1,0,2,1
122400.0,4834.8,3,4,2,2,1,0,2,1
123300.0,4509.0,2,4,2,2,2,0,1,2
124200.0,4621.6,3,4,2,1,2,1,1,1
125100.0,4193.8,2,4,2,1,1,2,0,1
126000.0,3470.8,2,2,2,1,2,2,0,1
126900.0,3026.2,1,2,3,1,2,1,0,1
127800.0,3525.7999999999997,2,1,3,2,1,1,1,1
128700.0,4000.0,6,2,2,2,1,0,1,1
129600.0,4395.3,4,2,2,2,0,1,1,2
130500.0,4070.9,3,2,1,1,0,2,2,0
131400.0,4803.2,4,4,1,2,0,1,2,0
132300.0,4509.700000000001,2,3,1,1,1,2,2,0
133200.0,5387.1,2,3,3,1,1,3,2,0
134100.0,6965.9,2,4,1,2,0,2,5,0
135000.0,5921.4,2,4,0,2,1,2,4,0
135900.0,7053.299999999999,3,5,0,4,4,3,3,1
136800.0,6659.0,3,3,1,4,0,3,3,2
137700.0,5511.9,1,3,1,1,1,3,2,2
138600.0,5453.7,2,4,0,1,1,2,2,2
139500.0,5202.099999999999,0,2,1,0,1,2,3,2
140400.0,6839.6,1,2,0,1,0,4,3,4
141300.0,6244.3,0,3,0,0,1,5,2,3
142200.0,5693.9,0,2,2,0,0,5,2,2
143100.0,6672.5,0,1,2,0,1,6,2,4
144000.0,7344.099999999999,0,1,0,0,1,6,3,5
144900.0,7129.1,1,2,0,1,2,5,3,4
145800.0,7494.799999999999,0,2,1,2,2,7,2,4
146700.0,7242.0,0,3,2,1,2,7,1,4
147600.0,6195.799999999999,1,2,2,1,2,7,1,2
148500.0,4834.3,1,1,1,1,2,5,1,2
149400.0,6683.200000000001,2,1,0,2,2,5,3,3
150300.0,5919.900000000001,1,2,0,1,1,5,2,3
151200.0,5372.6,1,1,2,1,1,6,1,2
152100.0,7485.9,0,1,3,1,0,7,3,3
153000.0,6644.499999999999,0,0,1,1,1,7,2,4
153900.0,7620.5,1,1,3,1,1,7,4,1
154800.0,6233.200000000001,1,2,2,2,1,5,3,1
155700.0,3990.9000000000005,1,1,1,3,0,3,2,1
156600.0,4454.0,0,1,2,3,0,2,3,1
157500.0,4159.0,1,0,2,2,0,2,3,1
158400.0,5152.2,1,1,1,1,0,2,3,3
159300.0,5681.299999999999,1,3,1,3,0,2,2,4
160200.0,4317.9,1,0,2,3,0,1,1,5
161100.0,6951.400000000001,0,0,2,3,0,3,4,5
162000.0,6179.099999999999,1,0,0,3,0,2,4,5
162900.0,4922.7,1,0,0,4,0,0,3,5
163800.0,5620.7,1,0,2,4,0,1,3,5
164700.0,4824.7,4,0,0,4,0,1,2,5
165600.0,2842.9,2,1,0,4,0,0,1,3
166500.0,3048.0999999999995,2,1,0,3,1,0,1,3
167400.0,3917.7,0,1,0,3,3,0,3,1
168300.0,2656.3999999999996,0,0,0,3,1,0,3,0
169200.0,2248.0,0,0,0,2,1,1,2,0
170100.0,1225.8999999999999,1,0,0,1,1,0,1,0
171000.0,2560.8999999999996,2,1,0,2,1,0,2,0
171900.0,2448.2000000000003,1,0,0,2,1,0,2,1
172800.0,1917.8000000000002,1,0,0,2,2,1,1,0
173700.0,2072.7000000000003,2,0,0,2,2,1,1,0
174600.0,2570.0999999999995,2,0,0,1,1,1,2,0
175500.0,3454.5000000000005,2,0,0,2,3,1,2,1
176400.0,3607.5,1,0,0,1,3,2,2,1
177300.0,3637.7,2,1,0,1,2,1,2,1
178200.0,2601.4000000000005,0,0,0,2,1,1,2,1
179100.0,3476.2,1,0,0,2,1,2,2,2
180000.0,4115.5,0,0,1,2,2,3,2,2
180900.0,5277.5,0,0,1,2,4,3,3,2
181800.0,4957.1,0,0,1,2,4,1,3,3
182700.0,5028.2,0,1,1,2,5,2,2,3
183600.0,4262.099999999999,0,0,1,3,3,1,3,2
184500.0,4649.8,0,1,1,1,3,3,1,4
185400.0,2997.4,0,0,1,1,2,2,1,2
186300.0,5836.7,1,0,1,2,6,5,1,3
187200.0,6424.2,3,0,1,2,5,2,2,5
188100.0,4982.5,2,0,3,1,4,1,2,2
189000.0,6632.5,2,0,3,1,2,1,5,2
189900.0,7083.799999999999,1,0,3,1,2,2,4,5
190800.0,6741.8,2,0,2,3,2,2,4,4
191700.0,6439.6,1,0,2,2,2,3,4,3
192600.0,6556.8,1,0,2,3,4,2,4,3
193500.0,6495.599999999999,0,0,4,2,3,2,4,3
194400.0,5429.900000000001,1,0,2,2,2,2,3,3
195300.0,4529.8,2,0,3,2,2,2,2,1
196200.0,4742.6,1,1,3,3,2,3,1,2
197100.0,4481.6,1,1,2,1,1,3,2,1
198000.0,2384.5999999999995,1,1,2,1,0,3,0,0
198900.0,2627.8,1,1,1,1,3,2,0,1
199800.0,4721.799999999999,3,1,2,3,0,2,3,0
200700.0,3518.3999999999996,2,2,2,3,0,2,1,0
201600.0,3144.2,1,2,2,4,2,1,1,0
202500.0,5624.0,1,2,2,2,0,0,5,1
203400.0,3682.5,1,2,5,3,2,0,1,0
204300.0,4466.0,1,2,4,2,0,0,2,2
205200.0,2978.7,3,2,4,2,0,0,0,1
206100.0,3121.6000000000004,2,2,2,2,0,0,2,0
207000.0,4038.6000000000004,2,3,3,1,2,0,2,0
207900.0,3398.3,1,3,2,2,1,0,2,0
208800.0,3309.0,1,4,1,2,0,0,2,0
209700.0,4450.7,2,4,2,1,1,1,2,0
210600.0,4107.6,1,3,2,3,1,0,2,1
211500.0,5424.5,2,3,2,2,1,0,4,0
212400.0,4950.9,1,4,2,3,4,0,2,1
213300.0,5497.400000000001,2,4,1,3,3,0,3,1
214200.0,4277.0,3,4,1,2,3,0,2,0
215100.0,3923.2,1,4,1,0,1,1,2,0
216000.0,3577.3,2,3,0,2,1,1,2,0
216900.0,3857.5,2,3,0,1,0,2,2,0
217800.0,4074.2,3,2,1,3,1,1,1,2
218700.0,4000.2,3,2,1,2,0,1,1,2
219600.0,4043.3999999999996,3,2,1,1,1,1,1,2
220500.0,4419.599999999999,3,2,1,3,0,0,2,2
221400.0,3735.5,2,2,1,2,0,1,1,2
222300.0,3688.2,1,1,1,3,0,2,1,2
223200.0,2849.7,1,0,1,2,0,1,1,2
224100.0,3130.5,1,0,2,2,1,2,1,1
225000.0,2752.6000000000004,0,0,1,3,1,1,1,2
225900.0,1613.6999999999998,1,0,1,2,1,1,0,1
226800.0,3063.3,0,1,2,2,0,1,1,2
227700.0,3398.9000000000005,0,1,2,2,1,2,0,3
228600.0,4470.5,0,2,2,2,0,2,0,5
229500.0,2950.7000000000003,0,0,4,1,0,1,0,3
230400.0,2816.1000000000004,0,1,1,1,0,2,0,3
231300.0,4249.200000000001,2,2,1,1,1,2,0,4
232200.0,4893.1,3,2,3,0,1,3,0,3
233100.0,4460.4,2,2,2,1,1,3,0,3
234000.0,6152.4,1,3,2,2,2,4,0,5
234900.0,5458.6,3,3,2,2,1,2,0,5
235800.0,6983.1,3,6,3,1,1,3,0,5
236700.0,7066.200000000001,2,3,2,1,2,2,2,5
237600.0,6550.5,4,2,2,1,1,1,2,5
238500.0,7288.5,3,1,1,2,1,1,3,6
239400.0,6744.6,4,3,0,2,0,2,3,4
240300.0,5629.000000000001,3,0,0,2,0,2,3,4
241200.0,7001.799999999999,4,0,3,2,0,3,3,4
242100.0,7466.200000000001,4,2,1,3,0,4,3,4
243000.0,7048.9000000000015,5,0,3,1,1,2,3,4
243900.0,6027.9,5,0,2,1,0,2,3,3
244800.0,6434.8,6,1,2,2,0,2,3,3
245700.0,6022.699999999999,6,4,1,1,0,1,2,3
246600.0,6349.5,6,3,2,1,0,1,3,2
247500.0,5967.299999999999,7,2,2,1,2,1,2,2
248400.0,5249.599999999999,5,1,1,2,1,1,2,3
249300.0,4643.799999999999,6,2,0,1,1,1,1,3
250200.0,4819.599999999999,4,3,1,1,1,2,1,2
251100.0,5303.3,4,3,0,1,1,2,2,2
252000.0,5648.200000000001,6,2,2,1,2,3,1,2
252900.0,5061.6,7,0,3,4,1,5,1,0
253800.0,4905.299999999999,5,1,1,3,1,4,2,0
254700.0,3721.9,5,0,1,2,2,3,1,0
255600.0,3018.0,4,0,0,3,1,2,1,1
256500.0,5138.7,2,1,0,2,3,2,3,1
257400.0,3789.9000000000005,1,1,0,1,3,1,2,1
258300.0,4239.5,0,2,2,1,2,1,2,1
259200.0,4403.3,1,2,1,1,2,2,2,1
260100.0,5184.4,0,2,1,1,2,1,2,4
261000.0,5289.5,0,1,1,2,2,2,3,2
261900.0,5724.2,0,1,1,3,3,2,3,2
262800.0,3430.1000000000004,0,0,1,5,3,1,1,2
263700.0,3896.1000000000004,0,0,2,4,4,1,1,2
264600.0,4068.0999999999995,0,1,0,5,3,3,1,2
265500.0,3040.1,0,1,2,6,2,1,1,0
266400.0,3090.7000000000003,0,1,1,5,2,0,1,2
267300.0,2753.7,0,2,1,4,1,0,1,1
268200.0,2375.2,0,1,2,4,0,0,1,1
269100.0,1871.1000000000001,0,1,3,3,0,1,0,0
270000.0,2556.8,0,1,2,2,1,2,0,1
270900.0,2537.1000000000004,0,1,2,2,1,0,0,3
271800.0,3570.3,0,1,2,3,4,0,0,3
272700.0,3562.4000000000005,1,1,1,3,3,2,0,2
273600.0,2878.7,1,2,2,4,2,0,0,1
274500.0,3923.1,1,2,4,5,1,2,0,1
275400.0,2970.2999999999997,0,2,3,4,1,0,0,2
276300.0,4015.6,0,3,5,4,0,0,1,1
277200.0,3968.2,1,1,4,4,0,0,2,1
278100.0,4041.9,0,2,3,2,0,1,1,3
279000.0,5900.5,0,2,4,2,0,0,3,4
279900.0,3631.1,1,1,5,1,1,1,0,2
280800.0,4103.1,1,1,4,1,1,1,1,2
281700.0,6554.699999999999,1,2,3,1,1,1,3,4
282600.0,7405.9,1,3,3,1,1,1,4,3
283500.0,6676.0,1,3,3,0,0,2,4,1
284400.0,4085.7999999999997,1,2,2,0,0,0,2,2
285300.0,4921.200000000001,3,2,2,0,0,0,3,1
286200.0,5764.9,2,3,2,1,1,1,3,1
287100.0,4080.6,3,2,1,0,2,0,1,2
288000.0,4548.8,2,2,2,0,1,0,2,2
288900.0,5786.1,1,3,2,0,0,0,4,2
289800.0,6288.800000000001,3,3,2,1,2,0,3,2
290700.0,4054.1,2,2,2,1,0,1,1,2
291600.0,4726.7,2,2,3,1,1,1,1,2
292500.0,3902.8,2,2,2,2,2,2,0,1
293400.0,4475.9,3,3,1,2,3,2,0,1
294300.0,5511.200000000001,2,3,0,2,3,2,2,1
295200.0,4758.5,2,3,0,2,3,2,1,1
296100.0,5469.8,2,3,0,2,3,2,2,1
297000.0,4564.599999999999,2,5,1,2,2,0,1,1
297900.0,6141.0,2,6,0,2,5,0,2,1
298800.0,5745.1,2,5,0,3,1,1,2,2
299700.0,3620.8999999999996,2,3,0,2,3,0,1,1
300600.0,3974.4000000000005,2,4,0,3,1,1,1,1
301500.0,3977.3,2,4,0,2,1,1,1,1
302400.0,4335.6,2,5,0,3,1,0,1,2
303300.0,4978.200000000001,2,4,0,3,1,1,1,3
304200.0,5812.4,3,5,1,4,1,1,1,3
305100.0,4618.900000000001,5,3,0,4,2,0,1,2
306000.0,4082.2,5,2,0,4,1,0,1,2
306900.0,5781.0,6,3,1,4,1,0,2,2
307800.0,6127.2,6,2,2,4,2,0,2,2
308700.0,5468.700000000001,5,1,0,4,1,2,2,2
